"FOLIO","P1_1","P1_2_1","P1_2_2","P1_3","P1_4_1","P1_4_2","P1_4_3","P1_4_4","P1_4_5","P1_4_6","P1_5","P4_1_1","P4_1_2","P4_1_3","ENT","FACTOR"
"00015900","02","01","01","2","","","","","","","","","","","07",1217
"00015901","04","02","02","1","1","1","1","2","1","1","","4","4","4","24",648
"00015902","06","02","04","1","2","1","1","2","1","1","","1","1","3","05",1812
"00015903","05","03","02","2","","","","","","","","","","","10",180
"00015904","02","01","01","2","","","","","","","","","","","05",1292
"00015905","06","04","02","1","2","2","1","2","1","1","","2","1","2","02",516
"00015906","06","02","04","1","2","1","1","2","1","1","","3","3","3","31",390
"00015907","06","04","02","1","2","2","1","2","1","2","01","1","1","1","25",1014
"00015908","04","02","02","1","1","2","1","2","1","1","","1","1","1","07",2809
"00015909","04","02","02","1","2","2","1","2","1","2","01","2","2","2","31",794
"00015910","01","00","01","2","","","","","","","","","","","07",2512
"00015911","06","03","03","1","2","2","2","2","1","2","01","1","1","1","21",1915
"00015912","03","01","02","1","2","2","1","2","1","1","","1","1","1","01",411
"00015913","05","02","03","1","2","1","1","2","1","2","01","1","2","2","29",345
"00015914","04","02","02","1","2","2","2","2","2","2","01","1","1","1","03",605
"00015915","02","01","01","1","2","2","1","1","1","1","","2","3","4","28",3380
"00015916","06","03","03","1","2","1","2","2","1","2","01","1","2","2","04",115
"00015917","04","02","02","1","2","1","1","1","1","1","","1","1","3","09",3547
"00015918","04","01","03","1","2","1","1","2","1","1","","2","2","2","10",953
"00015919","02","01","01","2","","","","","","","","","","","31",804
"00015920","07","04","03","1","2","1","1","2","1","1","","1","1","1","29",110
"00015921","05","03","02","1","2","2","2","2","1","2","01","1","1","1","12",989
"00015922","02","01","01","1","2","1","1","2","1","1","","1","1","1","06",353
"00015923","04","01","03","1","2","2","1","2","1","1","","1","1","3","25",909
"00015924","05","04","01","1","2","2","1","1","1","1","","1","1","2","23",1708
"00015925","02","01","01","2","","","","","","","","","","","22",798
"00015926","05","03","02","1","2","2","2","2","1","2","01","1","1","1","21",2291
"00015927","02","00","02","1","2","1","1","2","1","1","","2","2","4","10",1063
"00015928","02","01","01","2","","","","","","","","","","","20",738
"00015929","02","01","01","1","2","2","1","2","1","2","01","1","1","1","22",1826
"00015930","05","02","03","1","2","1","1","2","1","1","","1","2","2","32",408
"00015931","03","01","02","2","","","","","","","","","","","12",467
"00015932","05","03","02","1","2","2","1","2","1","2","01","1","2","2","27",375
"00015933","02","01","01","2","","","","","","","","","","","08",1261
"00015934","03","02","01","2","","","","","","","","","","","17",296
"00015935","04","03","01","1","1","2","1","2","1","2","01","3","2","4","01",400
"00015936","05","01","04","1","2","2","1","1","1","1","","1","1","1","01",2753
"00015937","03","01","02","1","2","2","2","2","1","1","","1","1","1","16",1019
"00015938","01","01","00","2","","","","","","","","","","","03",488
"00015939","07","04","03","1","2","2","1","2","1","1","","1","1","1","11",7340
"00015940","02","02","00","2","","","","","","","","","","","31",883
"00015941","05","03","02","1","2","2","1","2","1","2","01","2","2","2","27",864
"00015942","04","02","02","1","2","2","2","2","1","2","01","1","1","1","07",1445
"00015943","03","02","01","1","2","2","2","2","1","2","01","1","1","1","10",655
"00015944","02","01","01","2","","","","","","","","","","","18",281
"00015945","05","03","02","1","2","1","1","2","1","1","","1","2","2","04",245
"00015946","06","02","04","1","2","1","1","1","1","1","","1","1","1","08",810
"00015947","05","02","03","1","2","1","1","1","1","1","","1","1","1","27",710
"00015948","04","01","03","1","2","1","1","1","1","1","","2","3","2","21",1190
"00015949","03","02","01","2","","","","","","","","","","","03",197
"00015950","03","01","02","1","2","1","1","2","1","1","","1","1","2","23",963
"00015951","03","01","02","1","2","1","1","2","1","1","","1","1","3","04",423
"00015952","02","01","01","2","","","","","","","","","","","31",804
"00015953","06","03","03","1","2","2","1","1","1","2","07","1","1","1","28",726
"00015954","02","01","01","2","","","","","","","","","","","29",288
"00015955","03","01","02","1","2","1","1","2","1","1","","1","1","1","05",1183
"00015956","02","02","00","2","","","","","","","","","","","27",538
"00015957","01","01","00","2","","","","","","","","","","","25",2168
"00015958","03","01","02","2","","","","","","","","","","","03",175
"00015959","05","02","03","1","2","1","1","2","1","1","","3","2","2","15",4865
"00015960","03","01","02","1","2","2","2","2","1","2","01","1","1","1","24",983
"00015961","02","01","01","2","","","","","","","","","","","14",3074
"00015962","05","02","03","1","1","2","1","2","1","1","","1","1","1","09",3736
"00015963","04","03","01","1","2","1","1","2","1","1","","1","1","1","26",1211
"00015964","03","01","02","1","1","1","1","2","1","1","","1","1","1","17",738
"00015965","06","03","03","1","1","1","1","2","1","1","","2","1","2","18",623
"00015966","02","01","01","2","","","","","","","","","","","09",4378
"00015967","02","01","01","2","","","","","","","","","","","02",1154
"00015968","02","02","00","2","","","","","","","","","","","14",2982
"00015969","04","02","02","1","2","2","1","2","1","1","","1","1","3","01",358
"00015970","02","01","01","2","","","","","","","","","","","05",1292
"00015971","03","02","01","2","","","","","","","","","","","16",722
"00015972","04","02","02","2","","","","","","","","","","","27",253
"00015973","04","01","03","1","2","2","2","2","1","2","01","1","1","1","12",533
"00015974","03","01","02","1","2","1","1","2","1","1","","1","1","2","01",411
"00015975","05","03","02","1","2","2","2","2","1","1","","1","1","1","13",1390
"00015976","04","02","02","1","2","1","1","1","1","1","","1","1","1","20",492
"00015977","02","01","01","2","","","","","","","","","","","25",1100
"00015978","03","01","02","1","2","2","2","2","1","2","02","2","2","2","21",2105
"00015979","08","00","08","1","2","1","2","2","1","2","01","2","2","4","06",580
"00015980","04","01","03","1","2","1","1","2","1","1","","3","3","1","26",875
"00015981","04","02","02","2","","","","","","","","","","","08",605
"00015982","01","01","00","2","","","","","","","","","","","25",2168
"00015983","06","01","05","1","2","2","1","2","1","1","","1","1","1","08",3358
"00015984","01","01","00","2","","","","","","","","","","","13",1833
"00015985","04","01","03","1","2","2","1","2","1","1","","1","1","1","02",1595
"00015986","05","02","03","1","1","1","1","1","1","1","","1","1","1","21",1592
"00015987","05","02","03","1","2","2","1","2","1","2","01","1","1","1","27",944
"00015988","05","02","03","1","1","1","1","2","2","1","","1","1","1","29",279
"00015989","01","01","00","2","","","","","","","","","","","02",2389
"00015990","07","03","04","1","1","2","1","2","1","1","","1","1","1","15",2876
"00015991","02","01","01","2","","","","","","","","","","","01",441
"00015992","03","02","01","1","2","2","2","2","1","2","01","2","1","2","31",727
"00015993","03","01","02","1","1","1","1","2","1","1","","3","1","3","03",334
"00015994","05","02","03","1","1","1","1","2","1","1","","3","2","4","13",515
"00015995","05","03","02","2","","","","","","","","","","","26",350
"00015996","04","02","02","1","1","1","1","2","1","1","","2","2","3","28",2110
"00015997","04","01","03","1","2","1","1","2","1","2","02","1","1","2","10",366
"00015998","05","01","04","1","2","1","1","2","1","1","","1","1","1","09",3972
"00015999","04","03","01","1","1","1","1","1","1","1","","1","1","1","05",1215
"00016000","02","01","01","2","","","","","","","","","","","32",324
"00016001","04","02","02","2","","","","","","","","","","","01",196
"00016002","09","05","04","1","2","2","1","2","1","2","01","1","1","1","28",789
"00016003","04","02","02","2","","","","","","","","","","","07",545
"00016004","06","03","03","1","1","2","1","2","1","1","","3","2","3","08",832
"00016005","01","01","00","1","1","2","1","2","1","1","","2","2","3","22",2243
"00016006","07","02","05","1","1","1","1","1","1","1","","1","2","4","21",1354
"00016007","06","04","02","1","2","1","1","2","1","1","","4","1","2","10",378
"00016008","03","01","02","1","2","2","1","2","1","2","01","2","2","1","32",268
"00016009","04","02","02","1","1","1","1","2","1","1","","1","1","1","28",3225
"00016010","05","02","03","1","1","1","1","2","1","1","","1","2","2","19",2996
"00016011","04","01","03","1","1","1","1","1","1","1","","1","1","1","31",570
"00016012","02","00","02","1","1","2","1","2","1","1","","2","1","1","21",2254
"00016013","03","02","01","1","2","2","1","2","1","1","","1","1","3","22",787
"00016014","01","01","00","2","","","","","","","","","","","23",1907
"00016015","09","05","04","1","1","1","1","1","1","1","","1","1","2","06",145
"00016016","02","01","01","2","","","","","","","","","","","15",4670
"00016017","04","02","02","2","","","","","","","","","","","15",2271
"00016018","02","01","01","1","2","1","1","1","1","1","","3","2","3","32",561
"00016019","03","02","01","1","2","2","1","2","1","2","02","2","1","2","04",261
"00016020","03","01","02","1","2","2","2","2","1","2","01","1","1","1","29",550
"00016021","03","01","02","1","2","2","1","2","1","1","","1","1","2","27",732
"00016022","05","01","04","1","2","2","1","2","1","1","","2","2","1","31",1379
"00016023","02","01","01","2","","","","","","","","","","","12",839
"00016024","04","02","02","1","2","1","1","2","1","1","","1","1","1","28",1554
"00016025","02","01","01","2","","","","","","","","","","","21",1468
"00016026","06","02","04","1","2","1","1","2","1","1","","1","2","4","30",4571
"00016027","04","03","01","1","2","1","1","1","1","1","","3","1","3","04",374
"00016028","03","02","01","1","2","2","2","2","1","1","","1","1","3","23",979
"00016029","05","04","01","1","2","1","1","1","1","1","","2","2","2","16",1064
"00016030","03","01","02","1","2","1","1","1","1","1","","2","3","3","18",220
"00016031","04","00","04","1","2","1","2","1","1","2","06","1","1","1","10",1678
"00016032","05","04","01","1","2","2","2","2","1","1","","1","1","1","08",916
"00016033","10","05","05","1","2","2","1","2","1","2","06","1","1","1","29",635
"00016034","01","00","01","2","","","","","","","","","","","19",4625
"00016035","03","01","02","1","2","1","1","2","1","1","","1","1","1","16",1224
"00016036","02","00","02","1","1","1","2","2","1","1","","1","1","1","26",1211
"00016037","07","05","02","1","2","1","1","2","1","1","","1","1","1","28",1718
"00016038","02","01","01","2","","","","","","","","","","","28",1726
"00016039","06","02","04","2","","","","","","","","","","","08",356
"00016040","04","00","04","1","2","2","1","2","1","2","01","3","2","1","20",554
"00016041","06","01","05","1","2","2","1","2","1","2","01","1","2","2","28",1280
"00016042","03","02","01","2","","","","","","","","","","","23",641
"00016043","04","01","03","1","2","1","1","2","1","1","","2","3","1","06",542
"00016044","03","02","01","1","2","2","1","2","1","1","","1","1","2","19",2148
"00016045","04","02","02","1","1","1","1","1","1","1","","1","2","2","06",172
"00016046","04","02","02","1","1","1","1","2","1","1","","1","1","1","21",1155
"00016047","11","06","05","1","2","2","1","2","1","1","","1","1","1","17",121
"00016048","01","00","01","2","","","","","","","","","","","28",3731
"00016049","01","00","01","2","","","","","","","","","","","32",585
"00016050","04","01","03","1","2","1","1","1","1","1","","1","1","2","22",732
"00016051","04","02","02","2","","","","","","","","","","","22",418
"00016052","08","02","06","1","2","2","1","2","1","1","","2","2","3","12",152
"00016053","05","02","03","1","2","2","1","1","1","1","","1","1","1","04",156
"00016054","05","01","04","1","2","2","1","2","1","1","","1","1","1","06",158
"00016055","04","01","03","1","2","1","1","2","1","1","","1","1","1","05",1895
"00016056","04","02","02","1","2","2","2","2","1","2","06","1","3","1","02",1458
"00016057","03","02","01","1","2","2","2","2","1","2","02","1","1","1","22",783
"00016058","03","02","01","1","2","2","2","2","1","1","","1","1","1","12",889
"00016059","02","01","01","2","","","","","","","","","","","21",1468
"00016060","02","01","01","2","","","","","","","","","","","11",1790
"00016061","03","01","02","1","1","1","1","1","1","1","","1","1","1","26",1063
"00016062","01","00","01","1","1","1","1","1","1","1","","1","1","1","06",645
"00016063","06","03","03","1","2","1","1","2","1","1","","1","1","1","20",883
"00016064","02","02","00","2","","","","","","","","","","","21",1374
"00016065","04","01","03","1","1","1","1","1","2","1","","1","1","1","16",1439
"00016066","04","02","02","1","2","2","1","2","1","1","","1","1","1","13",1184
"00016067","03","02","01","1","1","1","1","2","1","1","","1","2","1","22",632
"00016068","03","02","01","1","2","2","1","2","1","1","","1","1","1","20",1903
"00016069","01","00","01","2","","","","","","","","","","","16",2252
"00016070","02","01","01","2","","","","","","","","","","","03",253
"00016071","05","02","03","1","2","2","1","1","1","1","","1","1","1","18",553
"00016072","02","01","01","2","","","","","","","","","","","01",441
"00016073","06","03","03","1","2","2","1","2","1","2","01","1","1","1","18",348
"00016074","06","02","04","1","2","1","1","2","1","1","","1","1","2","29",334
"00016075","02","01","01","1","2","1","1","2","1","1","","1","1","2","06",353
"00016076","01","00","01","2","","","","","","","","","","","08",2474
"00016077","03","02","01","1","1","2","1","2","1","1","","1","1","1","18",335
